User_ID,annual_income,number_of_children,proximity_town,sum
1000590,153966.8482,1,2.65359584,116866
1000591,135844.1288,1,0.532695628,139618
1000592,0,0,24.8466459,11421
1000593,52738.93215,1,4.366552773,38846
1000594,103127.6902,0,9.41222375,64602
1000595,132490.8148,1,6.35195183,106691
1000596,41812.74846,3,0.555497353,25375
1000597,36847.59728,1,5.39614231,27959
1000598,0,0,12.5114775,39212
1000599,36545.49998,1,3.1132166,28492
1000600,43541.9518,0,56.5879774,32998
1000601,262723.4981,2,11.772868,266404
1000602,121620.8338,2,9.949875485,111115
1000603,101602.3098,0,3.44959885,100363
1000604,233078.0738,3,3.634467179,205503
1000605,70506.52661,2,4.66957313,74206
1000606,0,0,2.15717234,14055
1000608,125583.6715,2,57.58431213,112978
1000609,74378.82941,2,2.1252423,70538
1000610,77409.02949,0,9.1793428,109688
1000611,151908.2104,1,,128260
1000612,49215.95542,1,64.65925641,56747
1000613,61219.35508,2,6.6117592,92705
1000615,55415.3392,1,4.4449991,76625
1000616,37539.33054,2,1.65684198,34883
1000617,0,0,18.81856919,35980
1000618,0,0,14.11634416,15748
1000619,27941.32662,0,6.5793751,29220
1000620,157703.5231,2,23.32886194,135314
1000622,126328.1522,0,27.8899556,100749
1000623,171836.5108,2,2.195633788,151749
1000624,307961.3697,0,8.55756261,309749
1000625,32272.28271,1,4.266216,18134
1000626,63826.23095,0,0.658111361,85596
1000627,5727.838134,0,4.7326,27831
1000628,0,1,42.97956922,41642
1000629,101418.3804,1,2.88274391,118770
1000630,127633.674,0,18.45263326,120044
1000631,311028.8913,0,19.2984644,313929
1000632,43864.97977,3,64.273821,62263
1000633,57975.66895,1,35.9679474,28173
1000634,4345.920835,1,21.9173891,4970
1000635,150405.9461,1,3.1253418,117848
1000636,88984.9783,3,17.821916,28674
1000637,270447.7669,1,32.22472,274183
1000638,117831.1893,1,1.5399645,90145
1000639,338322.7257,3,3.523431559,320550
1000641,103264.6224,2,16.62724294,77900
1000643,121477.5719,0,8.59418583,77323
1000644,91615.8765,0,11.651165,130678
1000645,85824.19295,1,63.12863726,67034
1000646,363867.0589,0,7.744786737,312589
1000647,161840.1701,0,4.221129427,171003
1000648,185365.6555,1,33.55244122,158862
1000649,96211.63129,1,53.56925115,89619
1000650,38104.76423,1,0.23238433,20723
1000651,317723.9042,3,39.99966765,328213
1000652,117917.6801,1,8.677728544,80897
1000654,153016.8833,1,151.571863,173448
1000655,141088.6113,2,34.41255446,152980
1000656,33191.2122,0,5.45215626,79977
1000657,73513.94246,0,17.1243871,65677
1000658,17453.7824,1,4.85941924,19116
1000659,26954.82368,0,8.1659467,81798
1000661,94306.7542,1,2.53264844,121775
1000662,120666.664,2,25.51763837,93252
1000663,123641.8557,3,5.731955692,111979
1000664,187401.3441,0,3.262226498,158370
1000666,47465.75357,0,16.85758956,94997
1000667,61647.70024,2,25.171942,57852
1000668,0,0,23.267718,42214
1000669,398745.2119,1,12.1785411,424876
1000670,61299.78885,2,25.34328612,51077
1000671,143764.1002,0,34.85794,143931
1000673,206920.7774,1,25.2134165,196492
1000674,134542.1575,1,43.15733932,124134
1000675,19802.73079,1,1.16216847,14587
1000676,299861.0515,1,23.1178684,256828
1000677,121068.9884,0,0.95293976,121089
1000678,675698.5681,2,1.213258,663840
1000679,128268.1364,1,2.78878631,95202
1000680,0,1,52.58892715,7077
1000681,35827.94654,0,49.5144328,3447
1000682,80898.5718,0,6.719827449,55174
1000683,36570.74774,1,15.389266,73890
1000685,63906.70736,2,1.185856,75021
1000686,50068.42942,2,1.667815995,35370
1000687,225903.2467,0,0.612682262,247824
1000688,93660.86223,1,1.74733445,13373
1000689,92923.30798,0,52.13551851,96106
1000690,181766.1085,0,0.78372512,114133
1000691,12294.79176,1,19.221286,25839
1000692,523998.1298,1,2.492628515,539399
1000694,42594.812,0,38.42923261,23450
1000695,198699.7318,1,1.196269463,177313
1000698,142055.0014,0,,169538
1000700,44517.07093,0,3.78183321,42179
1000701,55117.82676,0,14.2169469,28998
1000702,189563.9294,0,6.83215144,236538
1000704,50276.37765,0,6.195647443,43439
1000705,87718.78226,1,24.387146,84033
1000706,114123.5007,0,2.25699246,97480
1000707,48728.58027,0,79.3244578,55651
1000708,13884.48017,0,29.87658468,28216
1000709,3772.592886,1,2.578576635,30841
1000710,599695.0235,0,11.8455521,619189
1000711,119710.5215,2,15.18822675,123933
1000712,254615.7993,1,3.6468966,253065
1000713,164620.19,1,28.5752419,202779
1000714,552782.8365,0,0.764136656,535426
1000715,34089.86008,2,1.98857537,31548
1000717,3135.828193,1,3.16543295,26614
1000718,186138.0188,0,31.8779138,156104
1000719,0,1,1.99523874,5230
1000720,106818.1268,1,15.96181253,125257
1000721,531136.429,0,32.19943623,556060
1000722,55604.58602,4,17.6984247,46851
1000723,58325.98973,1,7.6915272,8874
1000724,196223.7189,2,53.7286952,207809
1000725,63083.40679,1,1.418751765,87818
1000726,36705.84054,0,12.33767997,55670
1000727,157795.7291,1,48.59151214,107117
1000728,119769.3565,0,,107029
1000729,156739.4072,2,4.42166554,172479
1000730,16367.56714,1,4.511926629,51959
1000731,252414.3874,1,16.355946,299584
1000732,112219.2347,0,15.34447415,143932
1000733,96570.02968,4,21.88497884,115317
1000734,0,0,6.69838652,15054
1000735,349156.6042,2,1.495343768,332530
1000736,73432.71262,2,6.723984979,52080
1000737,190779.8678,1,57.48486255,169860
1000738,18447.56396,7,0.38429415,23462
1000739,73528.63709,1,4.33988945,140356
1000740,96300.06726,0,14.2674224,76124
1000741,22332.3697,0,48.487941,49424
1000742,45479.84667,0,52.68221,18534
1000743,39655.30538,0,8.23236766,37824
1000744,189719.6631,2,1.42964472,196396
1000746,394713.3962,3,4.2614722,384878
1000748,0,1,5.95913645,12310
1000749,238364.5267,1,,208598
1000750,11642.1526,1,29.78184754,29945
1000751,88002.53467,1,2.8348458,44180
1000752,573476.1887,2,5.77967778,598770
1000753,126905.5411,0,22.53229676,137541
1000754,216233.4885,2,4.47191474,216563
1000755,172591.9072,0,8.94253773,109510
1000756,0,0,0.164318265,17922
1000757,276380.4664,0,5.392399526,298474
1000758,24213.97925,2,8.5924167,30446
1000759,45572.88662,0,26.71237959,29649
1000760,0,0,16.3372684,29071
1000761,43234.72354,1,15.1421212,19385
1000762,30409.96607,1,14.12211554,32470
1000764,120452.9133,1,9.821164544,117037
1000765,433305.8572,0,48.9151429,391455
1000766,38206.71402,1,16.34723185,24444
1000767,122613.5981,0,9.857235376,146627
1000769,10173.48735,1,7.46695534,65309
1000770,376703.0793,0,3.78872752,448824
1000771,0,1,28.24899694,7115
